frequency_MHz,psd_dB
2415.3457,-25.40
2415.3555,-25.37
2415.3652,-25.39
2415.3750,-25.42
2415.3848,-25.48
2415.3945,-25.53
2415.4043,-25.51
2415.4141,-25.49
2415.4238,-25.28
2415.4336,-25.06
2415.4434,-25.32
2415.4531,-25.57
2415.4629,-25.69
2415.4727,-25.82
2415.4824,-25.94
2415.4922,-26.06
2415.5020,-26.00
2415.5117,-25.95
2415.5215,-25.97
2415.5312,-25.99
2415.5410,-25.81
2415.5508,-25.62
2415.5605,-25.58
2415.5703,-25.54
2415.5801,-25.61
2415.5898,-25.68
2415.5996,-25.49
2415.6094,-25.30
2415.6191,-25.14
2415.6289,-24.98
2415.6387,-24.81
2415.6484,-24.65
2415.6582,-24.51
2415.6680,-24.36
2415.6777,-24.28
2415.6875,-24.20
2415.6973,-24.13
2415.7070,-24.05
2415.7168,-24.02
2415.7266,-23.99
2415.7363,-24.07
2415.7461,-24.16
2415.7559,-24.13
2415.7656,-24.10
2415.7754,-23.98
2415.7852,-23.87
2415.7949,-24.03
2415.8047,-24.19
2415.8145,-24.42
2415.8242,-24.65
2415.8340,-24.83
2415.8438,-25.01
2415.8535,-24.96
2415.8633,-24.91
2415.8730,-25.05
2415.8828,-25.18
2415.8926,-25.15
2415.9023,-25.11
2415.9121,-24.94
2415.9219,-24.77
2415.9316,-24.51
2415.9414,-24.26
2415.9512,-24.19
2415.9609,-24.12
2415.9707,-24.07
2415.9805,-24.02
2415.9902,-23.89
2416.0000,-23.76
2416.0098,-23.51
2416.0195,-23.26
2416.0293,-23.21
2416.0391,-23.16
2416.0488,-23.20
2416.0586,-23.24
2416.0684,-23.37
2416.0781,-23.50
2416.0879,-23.65
2416.0977,-23.81
2416.1074,-23.85
2416.1172,-23.89
2416.1270,-24.05
2416.1367,-24.21
2416.1465,-24.43
2416.1562,-24.65
2416.1660,-24.76
2416.1758,-24.86
2416.1855,-24.94
2416.1953,-25.01
2416.2051,-24.97
2416.2148,-24.92
2416.2246,-24.91
2416.2344,-24.89
2416.2441,-24.63
2416.2539,-24.37
2416.2637,-24.18
2416.2734,-23.99
2416.2832,-23.86
2416.2930,-23.72
2416.3027,-23.46
2416.3125,-23.20
2416.3223,-23.05
2416.3320,-22.89
2416.3418,-22.90
2416.3516,-22.91
2416.3613,-22.85
2416.3711,-22.78
2416.3809,-22.82
2416.3906,-22.87
2416.4004,-22.95
2416.4102,-23.04
2416.4199,-23.11
2416.4297,-23.17
2416.4395,-23.43
2416.4492,-23.68
2416.4590,-23.88
2416.4688,-24.08
2416.4785,-24.31
2416.4883,-24.53
2416.4980,-24.62
2416.5078,-24.71
2416.5176,-24.68
2416.5273,-24.66
2416.5371,-24.59
2416.5469,-24.52
2416.5566,-24.39
2416.5664,-24.25
2416.5762,-24.20
2416.5859,-24.14
2416.5957,-24.02
2416.6055,-23.90
2416.6152,-23.61
2416.6250,-23.31
2416.6348,-23.20
2416.6445,-23.08
2416.6543,-23.00
2416.6641,-22.92
2416.6738,-22.90
2416.6836,-22.88
2416.6934,-22.93
2416.7031,-22.97
2416.7129,-23.02
2416.7227,-23.07
2416.7324,-23.28
2416.7422,-23.49
2416.7520,-23.68
2416.7617,-23.87
2416.7715,-24.05
2416.7812,-24.24
2416.7910,-24.29
2416.8008,-24.33
2416.8105,-24.62
2416.8203,-24.90
2416.8301,-25.14
2416.8398,-25.38
2416.8496,-25.50
2416.8594,-25.62
2416.8691,-25.59
2416.8789,-25.56
2416.8887,-25.45
2416.8984,-25.34
2416.9082,-25.26
2416.9180,-25.17
2416.9277,-24.93
2416.9375,-24.70
2416.9473,-24.41
2416.9570,-24.12
2416.9668,-24.06
2416.9766,-23.99
2416.9863,-24.11
2416.9961,-24.22
2417.0059,-24.32
2417.0156,-24.41
2417.0254,-24.48
2417.0352,-24.56
2417.0449,-24.70
2417.0547,-24.83
2417.0645,-24.93
2417.0742,-25.02
2417.0840,-25.37
2417.0938,-25.72
2417.1035,-26.12
2417.1133,-26.53
2417.1230,-26.82
2417.1328,-27.12
2417.1426,-27.51
2417.1523,-27.90
2417.1621,-28.25
2417.1719,-28.59
2417.1816,-28.72
2417.1914,-28.84
2417.2012,-28.95
2417.2109,-29.06
2417.2207,-28.95
2417.2305,-28.83
2417.2402,-28.64
2417.2500,-28.45
2417.2598,-28.27
2417.2695,-28.08
2417.2793,-28.04
2417.2891,-27.99
2417.2988,-27.98
2417.3086,-27.96
2417.3184,-28.03
2417.3281,-28.09
2417.3379,-28.08
2417.3477,-28.07
2417.3574,-28.34
2417.3672,-28.61
2417.3770,-28.95
2417.3867,-29.29
2417.3965,-29.59
2417.4062,-29.89
2417.4160,-30.25
2417.4258,-30.61
2417.4355,-31.14
2417.4453,-31.66
2417.4551,-32.20
2417.4648,-32.73
2417.4746,-33.28
2417.4844,-33.82
2417.4941,-34.28
2417.5039,-34.73
2417.5137,-34.92
2417.5234,-35.11
2417.5332,-35.01
2417.5430,-34.91
2417.5527,-34.80
2417.5625,-34.69
2417.5723,-34.46
2417.5820,-34.23
2417.5918,-34.06
2417.6016,-33.89
2417.6113,-33.73
2417.6211,-33.57
2417.6309,-33.45
2417.6406,-33.34
2417.6504,-33.29
2417.6602,-33.23
2417.6699,-33.38
2417.6797,-33.52
2417.6895,-33.63
2417.6992,-33.73
2417.7090,-33.80
2417.7188,-33.88
2417.7285,-34.18
2417.7383,-34.49
2417.7480,-34.74
2417.7578,-34.98
2417.7676,-34.97
2417.7773,-34.95
2417.7871,-34.88
2417.7969,-34.80
2417.8066,-34.61
2417.8164,-34.41
2417.8262,-34.22
2417.8359,-34.03
2417.8457,-33.71
2417.8555,-33.40
2417.8652,-33.17
2417.8750,-32.93
2417.8848,-33.03
2417.8945,-33.13
2417.9043,-33.04
2417.9141,-32.96
2417.9238,-32.89
2417.9336,-32.82
2417.9434,-32.96
2417.9531,-33.10
2417.9629,-33.20
2417.9727,-33.31
2417.9824,-33.50
2417.9922,-36.46
2418.0020,-36.37
2418.0117,-33.78
2418.0215,-33.71
2418.0312,-40.57
2418.0410,-41.12
2418.0508,-33.17
2418.0605,-32.93
2418.0703,-40.31
2418.0801,-41.45
2418.0898,-32.04
2418.0996,-31.54
2418.1094,-41.20
2418.1191,-40.60
2418.1289,-30.18
2418.1387,-29.89
2418.1484,-38.75
2418.1582,-39.59
2418.1680,-29.10
2418.1777,-28.91
2418.1875,-39.23
2418.1973,-37.06
2418.2070,-28.27
2418.2168,-28.17
2418.2266,-34.27
2418.2363,-34.22
2418.2461,-28.40
2418.2559,-28.40
2418.2656,-31.86
2418.2754,-32.98
2418.2852,-28.96
2418.2949,-29.12
2418.3047,-38.62
2418.3145,-39.07
2418.3242,-29.72
2418.3340,-29.79
2418.3438,-39.29
2418.3535,-40.34
2418.3633,-29.84
2418.3730,-29.77
2418.3828,-43.33
2418.3926,-42.70
2418.4023,-29.34
2418.4121,-28.90
2418.4219,-42.21
2418.4316,-39.91
2418.4414,-28.01
2418.4512,-27.71
2418.4609,-37.79
2418.4707,-37.70
2418.4805,-26.72
2418.4902,-26.45
2418.5000,-37.27
2418.5098,-38.39
2418.5195,-25.90
2418.5293,-25.79
2418.5391,-36.44
2418.5488,-36.96
2418.5586,-25.61
2418.5684,-25.62
2418.5781,-36.35
2418.5879,-36.60
2418.5977,-26.04
2418.6074,-26.19
2418.6172,-38.62
2418.6270,-39.08
2418.6367,-26.82
2418.6465,-27.05
2418.6562,-41.46
2418.6660,-41.86
2418.6758,-27.48
2418.6855,-27.55
2418.6953,-46.97
2418.7051,-43.98
2418.7148,-27.57
2418.7246,-33.44
2418.7344,-27.02
2418.7441,-26.82
2418.7539,-43.55
2418.7637,-41.66
2418.7734,-26.23
2418.7832,-25.84
2418.7930,-38.15
2418.8027,-38.71
2418.8125,-24.87
2418.8223,-31.19
2418.8320,-24.68
2418.8418,-30.60
2418.8516,-24.51
2418.8613,-32.90
2418.8711,-24.38
2418.8809,-30.57
2418.8906,-24.61
2418.9004,-24.62
2418.9102,-36.06
2418.9199,-37.24
2418.9297,-25.16
2418.9395,-25.46
2418.9492,-37.59
2418.9590,-38.06
2418.9688,-26.08
2418.9785,-34.54
2418.9883,-43.00
2418.9980,-42.69
2419.0078,-42.39
2419.0176,-42.97
2419.0273,-43.55
2419.0371,-45.49
2419.0469,-47.43
2419.0566,-44.45
2419.0664,-41.46
2419.0762,-39.39
2419.0859,-37.32
2419.0957,-36.68
2419.1055,-36.04
2419.1152,-35.83
2419.1250,-35.62
2419.1348,-35.37
2419.1445,-35.12
2419.1543,-36.17
2419.1641,-37.22
2419.1738,-39.22
2419.1836,-41.23
2419.1934,-40.86
2419.2031,-40.50
2419.2129,-40.75
2419.2227,-41.00
2419.2324,-40.98
2419.2422,-40.96
2419.2520,-40.65
2419.2617,-40.34
2419.2715,-42.07
2419.2812,-43.80
2419.2910,-42.84
2419.3008,-41.87
2419.3105,-40.61
2419.3203,-39.35
2419.3301,-40.08
2419.3398,-40.81
2419.3496,-40.21
2419.3594,-39.62
2419.3691,-38.80
2419.3789,-37.98
2419.3887,-38.51
2419.3984,-39.04
2419.4082,-38.61
2419.4180,-38.19
2419.4277,-38.14
2419.4375,-38.08
2419.4473,-37.15
2419.4570,-36.21
2419.4668,-35.28
2419.4766,-34.36
2419.4863,-34.83
2419.4961,-35.31
2419.5059,-35.92
2419.5156,-36.53
2419.5254,-37.38
2419.5352,-38.23
2419.5449,-39.67
2419.5547,-41.12
2419.5645,-40.69
2419.5742,-40.27
2419.5840,-39.86
2419.5938,-39.45
2419.6035,-37.60
2419.6133,-35.75
2419.6230,-36.24
2419.6328,-36.73
2419.6426,-39.05
2419.6523,-41.37
2419.6621,-42.13
2419.6719,-42.89
2419.6816,-41.72
2419.6914,-40.55
2419.7012,-40.04
2419.7109,-39.53
2419.7207,-40.43
2419.7305,-41.33
2419.7402,-41.31
2419.7500,-41.29
2419.7598,-40.55
2419.7695,-39.80
2419.7793,-38.12
2419.7891,-36.45
2419.7988,-36.76
2419.8086,-37.07
2419.8184,-37.03
2419.8281,-36.98
2419.8379,-37.78
2419.8477,-38.58
2419.8574,-39.72
2419.8672,-40.86
2419.8770,-40.11
2419.8867,-39.37
2419.8965,-40.39
2419.9062,-41.41
2419.9160,-42.19
2419.9258,-42.96
2419.9355,-41.47
2419.9453,-39.98
2419.9551,-40.35
2419.9648,-40.73
2419.9746,-42.36
2419.9844,-43.99
2419.9941,-43.73
2420.0039,-43.46
2420.0137,-42.70
2420.0234,-41.93
2420.0332,-42.24
2420.0430,-42.55
2420.0527,-40.54
2420.0625,-38.53
2420.0723,-36.00
2420.0820,-33.47
2420.0918,-34.65
2420.1016,-35.83
2420.1113,-37.48
2420.1211,-39.13
2420.1309,-37.23
2420.1406,-35.33
2420.1504,-34.86
2420.1602,-34.40
2420.1699,-37.56
2420.1797,-40.72
2420.1895,-42.48
2420.1992,-44.24
2420.2090,-44.52
2420.2188,-44.79
2420.2285,-44.14
2420.2383,-43.48
2420.2480,-43.15
2420.2578,-42.81
2420.2676,-45.04
2420.2773,-47.27
2420.2871,-47.46
2420.2969,-47.66
2420.3066,-47.79
2420.3164,-47.91
2420.3262,-48.36
2420.3359,-48.80
2420.3457,-47.61
2420.3555,-46.41
2420.3652,-45.59
2420.3750,-44.77
2420.3848,-45.96
2420.3945,-47.14
2420.4043,-47.09
2420.4141,-47.04
2420.4238,-47.19
2420.4336,-47.34
2420.4434,-47.79
2420.4531,-48.24
2420.4629,-48.54
2420.4727,-48.83
2420.4824,-47.67
2420.4922,-46.50
2420.5020,-47.13
2420.5117,-47.75
2420.5215,-47.75
2420.5312,-47.74
2420.5410,-47.30
2420.5508,-46.87
2420.5605,-47.22
2420.5703,-47.57
2420.5801,-47.67
2420.5898,-47.77
2420.5996,-47.04
2420.6094,-46.31
2420.6191,-46.00
2420.6289,-45.69
2420.6387,-45.99
2420.6484,-46.28
2420.6582,-45.90
2420.6680,-45.51
2420.6777,-45.32
2420.6875,-45.13
2420.6973,-45.14
2420.7070,-45.15
2420.7168,-44.97
2420.7266,-44.78
2420.7363,-44.88
2420.7461,-44.98
2420.7559,-44.73
2420.7656,-44.48
2420.7754,-44.13
2420.7852,-43.79
2420.7949,-43.51
2420.8047,-43.22
2420.8145,-43.13
2420.8242,-43.03
2420.8340,-43.29
2420.8438,-43.56
2420.8535,-44.08
2420.8633,-44.61
2420.8730,-44.51
2420.8828,-44.42
2420.8926,-44.17
2420.9023,-43.93
2420.9121,-44.07
2420.9219,-44.22
2420.9316,-44.13
2420.9414,-44.05
2420.9512,-43.73
2420.9609,-43.42
2420.9707,-43.75
2420.9805,-44.09
2420.9902,-44.01
2421.0000,-43.93
2421.0098,-43.74
2421.0195,-43.55
2421.0293,-43.81
2421.0391,-44.06
2421.0488,-44.51
2421.0586,-44.96
2421.0684,-44.74
2421.0781,-44.52
2421.0879,-44.58
2421.0977,-44.63
2421.1074,-44.39
2421.1172,-44.14
2421.1270,-44.34
2421.1367,-44.53
2421.1465,-44.55
2421.1562,-44.56
2421.1660,-44.56
2421.1758,-44.55
2421.1855,-44.43
2421.1953,-44.32
2421.2051,-44.78
2421.2148,-45.24
2421.2246,-45.71
2421.2344,-46.18
2421.2441,-45.98
2421.2539,-45.78
2421.2637,-45.85
2421.2734,-45.93
2421.2832,-45.98
2421.2930,-46.03
2421.3027,-46.31
2421.3125,-46.58
2421.3223,-46.51
2421.3320,-46.45
2421.3418,-46.65
2421.3516,-46.84
2421.3613,-46.21
2421.3711,-45.57
2421.3809,-47.25
2421.3906,-48.93
2421.4004,-48.97
2421.4102,-49.01
2421.4199,-49.41
2421.4297,-49.80
2421.4395,-49.87
2421.4492,-49.93
2421.4590,-49.77
2421.4688,-49.61
2421.4785,-50.47
2421.4883,-51.32
2421.4980,-51.39
2421.5078,-51.45
2421.5176,-50.56
2421.5273,-49.67
2421.5371,-49.85
2421.5469,-50.03
2421.5566,-50.32
2421.5664,-50.61
2421.5762,-50.18
2421.5859,-49.74
2421.5957,-49.45
2421.6055,-49.16
2421.6152,-48.52
2421.6250,-47.89
2421.6348,-47.57
2421.6445,-47.26
2421.6543,-46.72
2421.6641,-46.18
2421.6738,-45.83
2421.6836,-45.48
2421.6934,-45.26
2421.7031,-45.03
2421.7129,-44.92
2421.7227,-44.80
2421.7324,-44.62
2421.7422,-44.44
2421.7520,-44.20
2421.7617,-43.96
2421.7715,-43.20
2421.7812,-42.44
2421.7910,-41.83
2421.8008,-41.21
2421.8105,-41.15
2421.8203,-41.09
2421.8301,-41.04
2421.8398,-41.00
2421.8496,-41.13
2421.8594,-41.27
2421.8691,-41.14
2421.8789,-41.01
2421.8887,-40.79
2421.8984,-40.57
2421.9082,-40.44
2421.9180,-40.31
2421.9277,-40.24
2421.9375,-40.18
2421.9473,-39.69
2421.9570,-39.20
2421.9668,-39.12
2421.9766,-39.03
2421.9863,-39.20
2421.9961,-39.37
2422.0059,-38.94
2422.0156,-38.50
2422.0254,-38.31
2422.0352,-38.13
2422.0449,-38.40
2422.0547,-38.67
2422.0645,-38.47
2422.0742,-38.26
2422.0840,-38.13
2422.0938,-38.00
2422.1035,-37.97
2422.1133,-37.93
2422.1230,-37.79
2422.1328,-37.66
2422.1426,-37.25
2422.1523,-36.83
2422.1621,-36.62
2422.1719,-36.40
2422.1816,-36.22
2422.1914,-36.03
2422.2012,-36.35
2422.2109,-36.66
2422.2207,-37.18
2422.2305,-37.70
2422.2402,-37.59
2422.2500,-37.47
2422.2598,-37.27
2422.2695,-37.07
2422.2793,-36.92
2422.2891,-36.76
2422.2988,-36.70
2422.3086,-36.63
2422.3184,-36.59
2422.3281,-36.56
2422.3379,-36.70
2422.3477,-36.84
2422.3574,-36.82
2422.3672,-36.80
2422.3770,-37.09
2422.3867,-37.38
2422.3965,-37.36
2422.4062,-37.33
2422.4160,-37.35
2422.4258,-37.38
2422.4355,-37.05
2422.4453,-36.73
2422.4551,-36.96
2422.4648,-37.19
2422.4746,-37.49
2422.4844,-37.79
2422.4941,-37.78
2422.5039,-37.77
2422.5137,-37.60
2422.5234,-37.43
2422.5332,-37.08
2422.5430,-36.73
2422.5527,-36.98
2422.5625,-37.23
2422.5723,-37.28
2422.5820,-37.33
2422.5918,-37.34
2422.6016,-37.35
2422.6113,-37.11
2422.6211,-36.87
2422.6309,-36.78
2422.6406,-36.69
2422.6504,-36.58
2422.6602,-36.48
2422.6699,-36.41
2422.6797,-36.35
2422.6895,-36.39
2422.6992,-36.43
2422.7090,-36.48
2422.7188,-36.52
2422.7285,-36.73
2422.7383,-36.93
2422.7480,-37.00
2422.7578,-37.06
2422.7676,-36.58
2422.7773,-36.09
2422.7871,-35.51
2422.7969,-34.94
2422.8066,-34.98
2422.8164,-35.01
2422.8262,-35.09
2422.8359,-35.16
2422.8457,-35.46
2422.8555,-35.75
2422.8652,-35.80
2422.8750,-35.85
2422.8848,-35.75
2422.8945,-35.65
2422.9043,-35.61
2422.9141,-35.56
2422.9238,-35.66
2422.9336,-35.75
2422.9434,-35.43
2422.9531,-35.11
2422.9629,-34.92
2422.9727,-34.73
2422.9824,-35.08
2422.9922,-35.43
