frequency_MHz,psd_dB
2466.3945,-60.80
2466.4043,-60.83
2466.4141,-60.87
2466.4238,-60.82
2466.4336,-60.77
2466.4434,-60.77
2466.4531,-60.78
2466.4629,-60.79
2466.4727,-60.80
2466.4824,-60.82
2466.4922,-60.84
2466.5020,-60.85
2466.5117,-60.87
2466.5215,-60.94
2466.5312,-61.00
2466.5410,-61.04
2466.5508,-61.08
2466.5605,-61.01
2466.5703,-60.94
2466.5801,-60.93
2466.5898,-60.91
2466.5996,-60.93
2466.6094,-60.94
2466.6191,-60.88
2466.6289,-60.83
2466.6387,-60.82
2466.6484,-60.82
2466.6582,-60.79
2466.6680,-60.76
2466.6777,-60.75
2466.6875,-60.74
2466.6973,-60.76
2466.7070,-60.78
2466.7168,-60.78
2466.7266,-60.78
2466.7363,-60.78
2466.7461,-60.78
2466.7559,-60.80
2466.7656,-60.83
2466.7754,-60.87
2466.7852,-60.91
2466.7949,-60.92
2466.8047,-60.93
2466.8145,-60.96
2466.8242,-60.98
2466.8340,-61.00
2466.8438,-61.03
2466.8535,-61.06
2466.8633,-61.09
2466.8730,-61.09
2466.8828,-61.09
2466.8926,-61.10
2466.9023,-61.11
2466.9121,-61.07
2466.9219,-61.04
2466.9316,-60.98
2466.9414,-60.92
2466.9512,-60.84
2466.9609,-60.76
2466.9707,-60.71
2466.9805,-60.67
2466.9902,-60.70
2467.0000,-60.74
2467.0098,-60.78
2467.0195,-60.83
2467.0293,-60.86
2467.0391,-60.88
2467.0488,-60.89
2467.0586,-60.91
2467.0684,-60.94
2467.0781,-60.98
2467.0879,-61.01
2467.0977,-61.04
2467.1074,-61.11
2467.1172,-61.18
2467.1270,-61.21
2467.1367,-61.24
2467.1465,-61.24
2467.1562,-61.25
2467.1660,-61.25
2467.1758,-61.25
2467.1855,-61.24
2467.1953,-61.23
2467.2051,-61.21
2467.2148,-61.19
2467.2246,-61.20
2467.2344,-61.22
2467.2441,-61.17
2467.2539,-61.13
2467.2637,-61.13
2467.2734,-61.14
2467.2832,-61.19
2467.2930,-61.24
2467.3027,-61.21
2467.3125,-61.18
2467.3223,-61.17
2467.3320,-61.17
2467.3418,-61.18
2467.3516,-61.19
2467.3613,-61.21
2467.3711,-61.24
2467.3809,-61.27
2467.3906,-61.31
2467.4004,-61.29
2467.4102,-61.27
2467.4199,-61.32
2467.4297,-61.38
2467.4395,-61.40
2467.4492,-61.42
2467.4590,-61.42
2467.4688,-61.41
2467.4785,-61.42
2467.4883,-61.43
2467.4980,-61.40
2467.5078,-61.37
2467.5176,-61.37
2467.5273,-61.37
2467.5371,-61.38
2467.5469,-61.39
2467.5566,-61.35
2467.5664,-61.32
2467.5762,-61.22
2467.5859,-61.13
2467.5957,-61.10
2467.6055,-61.07
2467.6152,-61.14
2467.6250,-61.20
2467.6348,-61.19
2467.6445,-61.19
2467.6543,-61.21
2467.6641,-61.24
2467.6738,-61.28
2467.6836,-61.31
2467.6934,-61.38
2467.7031,-61.44
2467.7129,-61.44
2467.7227,-61.43
2467.7324,-61.46
2467.7422,-61.49
2467.7520,-61.48
2467.7617,-61.47
2467.7715,-61.43
2467.7812,-61.40
2467.7910,-61.44
2467.8008,-61.48
2467.8105,-61.48
2467.8203,-61.47
2467.8301,-61.46
2467.8398,-61.44
2467.8496,-61.42
2467.8594,-61.40
2467.8691,-61.36
2467.8789,-61.32
2467.8887,-61.32
2467.8984,-61.32
2467.9082,-61.32
2467.9180,-61.32
2467.9277,-61.33
2467.9375,-61.34
2467.9473,-61.33
2467.9570,-61.33
2467.9668,-61.34
2467.9766,-61.35
2467.9863,-61.37
2467.9961,-61.40
2468.0059,-61.41
2468.0156,-61.41
2468.0254,-61.47
2468.0352,-61.52
2468.0449,-61.58
2468.0547,-61.63
2468.0645,-61.63
2468.0742,-61.64
2468.0840,-61.65
2468.0938,-61.66
2468.1035,-61.66
2468.1133,-61.66
2468.1230,-61.64
2468.1328,-61.62
2468.1426,-61.60
2468.1523,-61.59
2468.1621,-61.55
2468.1719,-61.52
2468.1816,-61.51
2468.1914,-61.51
2468.2012,-61.50
2468.2109,-61.49
2468.2207,-61.47
2468.2305,-61.45
2468.2402,-61.42
2468.2500,-61.39
2468.2598,-61.34
2468.2695,-61.28
2468.2793,-61.30
2468.2891,-61.31
2468.2988,-61.36
2468.3086,-61.41
2468.3184,-61.47
2468.3281,-61.53
2468.3379,-61.58
2468.3477,-61.62
2468.3574,-61.61
2468.3672,-61.60
2468.3770,-61.67
2468.3867,-61.73
2468.3965,-61.78
2468.4062,-61.83
2468.4160,-61.77
2468.4258,-61.71
2468.4355,-61.70
2468.4453,-61.69
2468.4551,-61.68
2468.4648,-61.67
2468.4746,-61.67
2468.4844,-61.67
2468.4941,-61.65
2468.5039,-61.64
2468.5137,-61.61
2468.5234,-61.58
2468.5332,-61.57
2468.5430,-61.57
2468.5527,-61.58
2468.5625,-61.59
2468.5723,-61.58
2468.5820,-61.57
2468.5918,-61.60
2468.6016,-61.62
2468.6113,-61.66
2468.6211,-61.69
2468.6309,-61.70
2468.6406,-61.70
2468.6504,-61.70
2468.6602,-61.69
2468.6699,-61.73
2468.6797,-61.77
2468.6895,-61.81
2468.6992,-61.85
2468.7090,-61.80
2468.7188,-61.75
2468.7285,-61.76
2468.7383,-61.76
2468.7480,-61.78
2468.7578,-61.80
2468.7676,-61.78
2468.7773,-61.75
2468.7871,-61.75
2468.7969,-61.74
2468.8066,-61.73
2468.8164,-61.72
2468.8262,-61.74
2468.8359,-61.75
2468.8457,-61.76
2468.8555,-61.77
2468.8652,-61.73
2468.8750,-61.70
2468.8848,-61.71
2468.8945,-61.71
2468.9043,-61.68
2468.9141,-61.65
2468.9238,-61.66
2468.9336,-61.68
2468.9434,-61.73
2468.9531,-61.78
2468.9629,-61.87
2468.9727,-61.95
2468.9824,-61.93
2468.9922,-62.18
2469.0020,-62.15
2469.0117,-61.89
2469.0215,-61.87
2469.0312,-62.03
2469.0410,-62.04
2469.0508,-61.87
2469.0605,-61.90
2469.0703,-62.14
2469.0801,-62.14
2469.0898,-61.92
2469.0996,-61.92
2469.1094,-62.15
2469.1191,-62.12
2469.1289,-61.82
2469.1387,-61.81
2469.1484,-61.98
2469.1582,-61.97
2469.1680,-61.79
2469.1777,-61.76
2469.1875,-62.04
2469.1973,-62.01
2469.2070,-61.74
2469.2168,-61.73
2469.2266,-61.88
2469.2363,-61.86
2469.2461,-61.71
2469.2559,-61.74
2469.2656,-61.80
2469.2754,-61.79
2469.2852,-61.85
2469.2949,-61.85
2469.3047,-61.83
2469.3145,-61.85
2469.3242,-61.79
2469.3340,-61.75
2469.3438,-61.77
2469.3535,-61.74
2469.3633,-61.73
2469.3730,-61.73
2469.3828,-61.71
2469.3926,-61.66
2469.4023,-61.59
2469.4121,-61.60
2469.4219,-61.65
2469.4316,-61.65
2469.4414,-61.62
2469.4512,-61.60
2469.4609,-61.66
2469.4707,-61.63
2469.4805,-61.51
2469.4902,-61.45
2469.5000,-61.59
2469.5098,-61.61
2469.5195,-61.52
2469.5293,-61.58
2469.5391,-61.58
2469.5488,-61.63
2469.5586,-61.75
2469.5684,-61.82
2469.5781,-61.71
2469.5879,-61.71
2469.5977,-61.85
2469.6074,-61.89
2469.6172,-61.67
2469.6270,-61.70
2469.6367,-62.00
2469.6465,-62.03
2469.6562,-61.81
2469.6660,-61.80
2469.6758,-62.07
2469.6855,-62.07
2469.6953,-61.79
2469.7051,-61.82
2469.7148,-62.09
2469.7246,-61.94
2469.7344,-62.14
2469.7441,-62.13
2469.7539,-61.76
2469.7637,-61.74
2469.7734,-62.15
2469.7832,-62.12
2469.7930,-61.76
2469.8027,-61.75
2469.8125,-62.17
2469.8223,-61.94
2469.8320,-62.15
2469.8418,-61.96
2469.8516,-62.03
2469.8613,-61.91
2469.8711,-62.08
2469.8809,-61.92
2469.8906,-62.17
2469.9004,-62.19
2469.9102,-61.82
2469.9199,-61.84
2469.9297,-62.23
2469.9395,-62.28
2469.9492,-61.89
2469.9590,-61.85
2469.9688,-62.39
2469.9785,-62.11
2469.9883,-61.83
2469.9980,-61.85
2470.0078,-61.87
2470.0176,-61.87
2470.0273,-61.86
2470.0371,-61.88
2470.0469,-61.89
2470.0566,-61.89
2470.0664,-61.88
2470.0762,-61.84
2470.0859,-61.79
2470.0957,-61.81
2470.1055,-61.83
2470.1152,-61.84
2470.1250,-61.86
2470.1348,-61.87
2470.1445,-61.88
2470.1543,-61.88
2470.1641,-61.89
2470.1738,-61.87
2470.1836,-61.84
2470.1934,-61.90
2470.2031,-61.95
2470.2129,-61.91
2470.2227,-61.87
2470.2324,-61.81
2470.2422,-61.76
2470.2520,-61.78
2470.2617,-61.81
2470.2715,-61.83
2470.2812,-61.85
2470.2910,-61.87
2470.3008,-61.89
2470.3105,-61.86
2470.3203,-61.82
2470.3301,-61.82
2470.3398,-61.81
2470.3496,-61.82
2470.3594,-61.84
2470.3691,-61.80
2470.3789,-61.77
2470.3887,-61.77
2470.3984,-61.77
2470.4082,-61.81
2470.4180,-61.84
2470.4277,-61.84
2470.4375,-61.84
2470.4473,-61.81
2470.4570,-61.77
2470.4668,-61.79
2470.4766,-61.81
2470.4863,-61.82
2470.4961,-61.83
2470.5059,-61.80
2470.5156,-61.77
2470.5254,-61.77
2470.5352,-61.76
2470.5449,-61.76
2470.5547,-61.75
2470.5645,-61.75
2470.5742,-61.74
2470.5840,-61.73
2470.5938,-61.71
2470.6035,-61.72
2470.6133,-61.73
2470.6230,-61.71
2470.6328,-61.69
2470.6426,-61.76
2470.6523,-61.83
2470.6621,-61.82
2470.6719,-61.80
2470.6816,-61.77
2470.6914,-61.74
2470.7012,-61.75
2470.7109,-61.76
2470.7207,-61.78
2470.7305,-61.79
2470.7402,-61.77
2470.7500,-61.74
2470.7598,-61.76
2470.7695,-61.77
2470.7793,-61.77
2470.7891,-61.77
2470.7988,-61.77
2470.8086,-61.77
2470.8184,-61.76
2470.8281,-61.75
2470.8379,-61.76
2470.8477,-61.76
2470.8574,-61.74
2470.8672,-61.71
2470.8770,-61.74
2470.8867,-61.78
2470.8965,-61.75
2470.9062,-61.73
2470.9160,-61.70
2470.9258,-61.67
2470.9355,-61.72
2470.9453,-61.77
2470.9551,-61.76
2470.9648,-61.74
2470.9746,-61.73
2470.9844,-61.71
2470.9941,-61.72
2471.0039,-61.73
2471.0137,-61.77
2471.0234,-61.81
2471.0332,-61.73
2471.0430,-61.66
2471.0527,-61.64
2471.0625,-61.62
2471.0723,-61.65
2471.0820,-61.68
2471.0918,-61.67
2471.1016,-61.67
2471.1113,-61.68
2471.1211,-61.68
2471.1309,-61.69
2471.1406,-61.71
2471.1504,-61.69
2471.1602,-61.67
2471.1699,-61.65
2471.1797,-61.63
2471.1895,-61.63
2471.1992,-61.64
2471.2090,-61.66
2471.2188,-61.68
2471.2285,-61.71
2471.2383,-61.75
2471.2480,-61.72
2471.2578,-61.69
2471.2676,-61.68
2471.2773,-61.66
2471.2871,-61.63
2471.2969,-61.60
2471.3066,-61.61
2471.3164,-61.62
2471.3262,-61.60
2471.3359,-61.58
2471.3457,-61.62
2471.3555,-61.66
2471.3652,-61.64
2471.3750,-61.62
2471.3848,-61.62
2471.3945,-61.62
2471.4043,-61.62
2471.4141,-61.61
2471.4238,-61.60
2471.4336,-61.58
2471.4434,-61.56
2471.4531,-61.55
2471.4629,-61.57
2471.4727,-61.59
2471.4824,-61.56
2471.4922,-61.53
2471.5020,-61.56
2471.5117,-61.60
2471.5215,-61.65
2471.5312,-61.69
2471.5410,-61.69
2471.5508,-61.68
2471.5605,-61.68
2471.5703,-61.67
2471.5801,-61.62
2471.5898,-61.57
2471.5996,-61.57
2471.6094,-61.57
2471.6191,-61.59
2471.6289,-61.60
2471.6387,-61.60
2471.6484,-61.59
2471.6582,-61.59
2471.6680,-61.58
2471.6777,-61.59
2471.6875,-61.60
2471.6973,-61.56
2471.7070,-61.52
2471.7168,-61.53
2471.7266,-61.55
2471.7363,-61.57
2471.7461,-61.59
2471.7559,-61.58
2471.7656,-61.57
2471.7754,-61.55
2471.7852,-61.54
2471.7949,-61.59
2471.8047,-61.65
2471.8145,-61.62
2471.8242,-61.59
2471.8340,-61.56
2471.8438,-61.52
2471.8535,-61.57
2471.8633,-61.62
2471.8730,-61.62
2471.8828,-61.62
2471.8926,-61.60
2471.9023,-61.58
2471.9121,-61.52
2471.9219,-61.47
2471.9316,-61.48
2471.9414,-61.49
2471.9512,-61.53
2471.9609,-61.57
2471.9707,-61.56
2471.9805,-61.55
2471.9902,-61.55
