frequency_MHz,psd_dB
2455.4375,-60.78
2455.4473,-60.78
2455.4570,-60.78
2455.4668,-60.72
2455.4766,-60.66
2455.4863,-60.67
2455.4961,-60.68
2455.5059,-60.72
2455.5156,-60.76
2455.5254,-60.79
2455.5352,-60.83
2455.5449,-60.86
2455.5547,-60.88
2455.5645,-60.87
2455.5742,-60.85
2455.5840,-60.83
2455.5938,-60.82
2455.6035,-60.79
2455.6133,-60.77
2455.6230,-60.74
2455.6328,-60.72
2455.6426,-60.71
2455.6523,-60.71
2455.6621,-60.75
2455.6719,-60.79
2455.6816,-60.77
2455.6914,-60.76
2455.7012,-60.72
2455.7109,-60.68
2455.7207,-60.66
2455.7305,-60.63
2455.7402,-60.60
2455.7500,-60.56
2455.7598,-60.59
2455.7695,-60.63
2455.7793,-60.65
2455.7891,-60.67
2455.7988,-60.62
2455.8086,-60.58
2455.8184,-60.57
2455.8281,-60.56
2455.8379,-60.60
2455.8477,-60.64
2455.8574,-60.69
2455.8672,-60.74
2455.8770,-60.73
2455.8867,-60.72
2455.8965,-60.70
2455.9062,-60.68
2455.9160,-60.66
2455.9258,-60.65
2455.9355,-60.66
2455.9453,-60.68
2455.9551,-60.72
2455.9648,-60.76
2455.9746,-60.72
2455.9844,-60.68
2455.9941,-60.64
2456.0039,-60.61
2456.0137,-60.60
2456.0234,-60.59
2456.0332,-60.63
2456.0430,-60.66
2456.0527,-60.68
2456.0625,-60.69
2456.0723,-60.66
2456.0820,-60.63
2456.0918,-60.65
2456.1016,-60.68
2456.1113,-60.67
2456.1211,-60.67
2456.1309,-60.63
2456.1406,-60.59
2456.1504,-60.60
2456.1602,-60.62
2456.1699,-60.58
2456.1797,-60.55
2456.1895,-60.55
2456.1992,-60.56
2456.2090,-60.61
2456.2188,-60.66
2456.2285,-60.64
2456.2383,-60.62
2456.2480,-60.61
2456.2578,-60.60
2456.2676,-60.60
2456.2773,-60.60
2456.2871,-60.63
2456.2969,-60.65
2456.3066,-60.64
2456.3164,-60.62
2456.3262,-60.59
2456.3359,-60.57
2456.3457,-60.59
2456.3555,-60.61
2456.3652,-60.56
2456.3750,-60.50
2456.3848,-60.49
2456.3945,-60.47
2456.4043,-60.51
2456.4141,-60.54
2456.4238,-60.56
2456.4336,-60.58
2456.4434,-60.54
2456.4531,-60.51
2456.4629,-60.55
2456.4727,-60.59
2456.4824,-60.62
2456.4922,-60.64
2456.5020,-60.64
2456.5117,-60.63
2456.5215,-60.59
2456.5312,-60.54
2456.5410,-60.52
2456.5508,-60.51
2456.5605,-60.55
2456.5703,-60.59
2456.5801,-60.55
2456.5898,-60.50
2456.5996,-60.49
2456.6094,-60.48
2456.6191,-60.49
2456.6289,-60.51
2456.6387,-60.51
2456.6484,-60.51
2456.6582,-60.49
2456.6680,-60.48
2456.6777,-60.45
2456.6875,-60.42
2456.6973,-60.41
2456.7070,-60.40
2456.7168,-60.43
2456.7266,-60.45
2456.7363,-60.51
2456.7461,-60.56
2456.7559,-60.56
2456.7656,-60.55
2456.7754,-60.54
2456.7852,-60.52
2456.7949,-60.47
2456.8047,-60.43
2456.8145,-60.45
2456.8242,-60.47
2456.8340,-60.48
2456.8438,-60.50
2456.8535,-60.49
2456.8633,-60.48
2456.8730,-60.44
2456.8828,-60.39
2456.8926,-60.39
2456.9023,-60.40
2456.9121,-60.43
2456.9219,-60.47
2456.9316,-60.47
2456.9414,-60.48
2456.9512,-60.45
2456.9609,-60.41
2456.9707,-60.32
2456.9805,-60.23
2456.9902,-60.22
2457.0000,-60.20
2457.0098,-60.20
2457.0195,-60.20
2457.0293,-60.21
2457.0391,-60.22
2457.0488,-60.27
2457.0586,-60.31
2457.0684,-60.35
2457.0781,-60.38
2457.0879,-60.39
2457.0977,-60.40
2457.1074,-60.40
2457.1172,-60.40
2457.1270,-60.39
2457.1367,-60.38
2457.1465,-60.34
2457.1562,-60.29
2457.1660,-60.26
2457.1758,-60.23
2457.1855,-60.25
2457.1953,-60.28
2457.2051,-60.26
2457.2148,-60.24
2457.2246,-60.21
2457.2344,-60.19
2457.2441,-60.21
2457.2539,-60.23
2457.2637,-60.20
2457.2734,-60.18
2457.2832,-60.17
2457.2930,-60.17
2457.3027,-60.15
2457.3125,-60.14
2457.3223,-60.13
2457.3320,-60.12
2457.3418,-60.16
2457.3516,-60.20
2457.3613,-60.22
2457.3711,-60.23
2457.3809,-60.26
2457.3906,-60.29
2457.4004,-60.26
2457.4102,-60.23
2457.4199,-60.21
2457.4297,-60.18
2457.4395,-60.17
2457.4492,-60.15
2457.4590,-60.17
2457.4688,-60.18
2457.4785,-60.17
2457.4883,-60.15
2457.4980,-60.16
2457.5078,-60.16
2457.5176,-60.16
2457.5273,-60.15
2457.5371,-60.14
2457.5469,-60.13
2457.5566,-60.13
2457.5664,-60.13
2457.5762,-60.10
2457.5859,-60.07
2457.5957,-60.09
2457.6055,-60.12
2457.6152,-60.04
2457.6250,-59.97
2457.6348,-59.83
2457.6445,-59.69
2457.6543,-59.84
2457.6641,-59.99
2457.6738,-60.04
2457.6836,-60.09
2457.6934,-60.08
2457.7031,-60.07
2457.7129,-60.09
2457.7227,-60.10
2457.7324,-60.08
2457.7422,-60.06
2457.7520,-60.07
2457.7617,-60.08
2457.7715,-60.08
2457.7812,-60.08
2457.7910,-60.09
2457.8008,-60.09
2457.8105,-60.11
2457.8203,-60.13
2457.8301,-60.10
2457.8398,-60.08
2457.8496,-60.04
2457.8594,-60.00
2457.8691,-59.98
2457.8789,-59.97
2457.8887,-59.95
2457.8984,-59.93
2457.9082,-59.91
2457.9180,-59.88
2457.9277,-59.87
2457.9375,-59.86
2457.9473,-59.88
2457.9570,-59.90
2457.9668,-59.92
2457.9766,-59.94
2457.9863,-59.86
2457.9961,-59.78
2458.0059,-59.75
2458.0156,-59.72
2458.0254,-59.75
2458.0352,-59.77
2458.0449,-59.80
2458.0547,-59.83
2458.0645,-59.82
2458.0742,-59.81
2458.0840,-59.78
2458.0938,-59.74
2458.1035,-59.70
2458.1133,-59.66
2458.1230,-59.66
2458.1328,-59.67
2458.1426,-59.62
2458.1523,-59.57
2458.1621,-59.54
2458.1719,-59.50
2458.1816,-59.49
2458.1914,-59.48
2458.2012,-59.47
2458.2109,-59.47
2458.2207,-59.47
2458.2305,-59.47
2458.2402,-59.43
2458.2500,-59.40
2458.2598,-59.37
2458.2695,-59.35
2458.2793,-59.33
2458.2891,-59.32
2458.2988,-59.28
2458.3086,-59.23
2458.3184,-59.23
2458.3281,-59.23
2458.3379,-59.21
2458.3477,-59.18
2458.3574,-59.14
2458.3672,-59.11
2458.3770,-59.11
2458.3867,-59.11
2458.3965,-59.10
2458.4062,-59.09
2458.4160,-59.05
2458.4258,-59.00
2458.4355,-58.95
2458.4453,-58.90
2458.4551,-58.89
2458.4648,-58.89
2458.4746,-58.88
2458.4844,-58.87
2458.4941,-58.83
2458.5039,-58.78
2458.5137,-58.81
2458.5234,-58.84
2458.5332,-58.86
2458.5430,-58.88
2458.5527,-58.90
2458.5625,-58.92
2458.5723,-58.91
2458.5820,-58.89
2458.5918,-58.98
2458.6016,-59.06
2458.6113,-59.08
2458.6211,-59.09
2458.6309,-59.10
2458.6406,-59.10
2458.6504,-59.09
2458.6602,-59.07
2458.6699,-59.10
2458.6797,-59.14
2458.6895,-59.20
2458.6992,-59.26
2458.7090,-59.26
2458.7188,-59.26
2458.7285,-59.25
2458.7383,-59.24
2458.7480,-59.25
2458.7578,-59.25
2458.7676,-59.29
2458.7773,-59.32
2458.7871,-59.34
2458.7969,-59.36
2458.8066,-59.33
2458.8164,-59.30
2458.8262,-59.31
2458.8359,-59.31
2458.8457,-59.35
2458.8555,-59.38
2458.8652,-59.37
2458.8750,-59.35
2458.8848,-59.32
2458.8945,-59.28
2458.9043,-59.31
2458.9141,-59.34
2458.9238,-59.31
2458.9336,-59.29
2458.9434,-59.31
2458.9531,-59.33
2458.9629,-59.37
2458.9727,-59.42
2458.9824,-59.42
2458.9922,-59.41
2459.0020,-59.35
2459.0117,-59.29
2459.0215,-59.28
2459.0312,-59.28
2459.0410,-59.29
2459.0508,-59.30
2459.0605,-59.30
2459.0703,-59.29
2459.0801,-59.31
2459.0898,-59.33
2459.0996,-59.31
2459.1094,-59.30
2459.1191,-59.29
2459.1289,-59.28
2459.1387,-59.27
2459.1484,-59.27
2459.1582,-59.25
2459.1680,-59.24
2459.1777,-59.21
2459.1875,-59.19
2459.1973,-59.14
2459.2070,-59.10
2459.2168,-59.14
2459.2266,-59.18
2459.2363,-59.22
2459.2461,-59.25
2459.2559,-59.26
2459.2656,-59.26
2459.2754,-59.27
2459.2852,-59.29
2459.2949,-59.31
2459.3047,-59.32
2459.3145,-59.33
2459.3242,-59.33
2459.3340,-59.29
2459.3438,-59.24
2459.3535,-59.26
2459.3633,-59.29
2459.3730,-59.32
2459.3828,-59.36
2459.3926,-59.39
2459.4023,-59.41
2459.4121,-59.36
2459.4219,-59.30
2459.4316,-59.23
2459.4414,-59.15
2459.4512,-59.16
2459.4609,-59.18
2459.4707,-59.18
2459.4805,-59.18
2459.4902,-59.16
2459.5000,-59.13
2459.5098,-59.13
2459.5195,-59.14
2459.5293,-59.09
2459.5391,-59.05
2459.5488,-59.13
2459.5586,-59.20
2459.5684,-59.21
2459.5781,-59.22
2459.5879,-59.23
2459.5977,-59.24
2459.6074,-59.30
2459.6172,-59.36
2459.6270,-59.35
2459.6367,-59.34
2459.6465,-59.34
2459.6562,-59.34
2459.6660,-59.33
2459.6758,-59.33
2459.6855,-59.37
2459.6953,-59.40
2459.7051,-59.37
2459.7148,-59.34
2459.7246,-59.32
2459.7344,-59.30
2459.7441,-59.26
2459.7539,-59.22
2459.7637,-59.22
2459.7734,-59.22
2459.7832,-59.23
2459.7930,-59.24
2459.8027,-59.20
2459.8125,-59.15
2459.8223,-59.14
2459.8320,-59.12
2459.8418,-59.19
2459.8516,-59.26
2459.8613,-59.28
2459.8711,-59.29
2459.8809,-59.28
2459.8906,-59.27
2459.9004,-59.24
2459.9102,-59.21
2459.9199,-59.22
2459.9297,-59.23
2459.9395,-59.22
2459.9492,-59.21
2459.9590,-59.18
2459.9688,-59.15
2459.9785,-59.13
2459.9883,-59.11
2459.9980,-59.04
2460.0078,-58.98
2460.0176,-58.99
2460.0273,-58.99
2460.0371,-58.92
2460.0469,-58.85
2460.0566,-58.91
2460.0664,-58.97
2460.0762,-59.00
2460.0859,-59.04
2460.0957,-59.00
2460.1055,-58.97
2460.1152,-58.96
2460.1250,-58.95
2460.1348,-58.97
2460.1445,-58.99
2460.1543,-58.99
2460.1641,-58.98
2460.1738,-59.00
2460.1836,-59.02
2460.1934,-58.99
2460.2031,-58.97
2460.2129,-58.96
2460.2227,-58.95
2460.2324,-58.98
2460.2422,-59.00
2460.2520,-59.00
2460.2617,-59.01
2460.2715,-59.02
2460.2812,-59.02
2460.2910,-59.02
2460.3008,-59.01
2460.3105,-59.02
2460.3203,-59.03
2460.3301,-59.04
2460.3398,-59.05
2460.3496,-59.08
2460.3594,-59.11
2460.3691,-59.08
2460.3789,-59.05
2460.3887,-59.02
2460.3984,-59.00
2460.4082,-59.04
2460.4180,-59.08
2460.4277,-59.07
2460.4375,-59.05
2460.4473,-59.02
2460.4570,-58.99
2460.4668,-59.05
2460.4766,-59.11
2460.4863,-59.09
2460.4961,-59.08
2460.5059,-59.05
2460.5156,-59.01
2460.5254,-59.04
2460.5352,-59.07
2460.5449,-59.12
2460.5547,-59.18
2460.5645,-59.15
2460.5742,-59.12
2460.5840,-59.15
2460.5938,-59.18
2460.6035,-59.18
2460.6133,-59.18
2460.6230,-59.19
2460.6328,-59.19
2460.6426,-59.21
2460.6523,-59.24
2460.6621,-59.24
2460.6719,-59.24
2460.6816,-59.22
2460.6914,-59.20
2460.7012,-59.21
2460.7109,-59.21
2460.7207,-59.18
2460.7305,-59.15
2460.7402,-59.10
2460.7500,-59.06
2460.7598,-59.00
2460.7695,-58.95
2460.7793,-59.07
2460.7891,-59.19
2460.7988,-59.19
2460.8086,-59.20
2460.8184,-59.14
2460.8281,-59.07
2460.8379,-59.13
2460.8477,-59.18
2460.8574,-59.20
2460.8672,-59.21
2460.8770,-59.23
2460.8867,-59.24
2460.8965,-59.23
2460.9062,-59.22
2460.9160,-59.23
2460.9258,-59.23
2460.9355,-59.27
2460.9453,-59.30
2460.9551,-59.27
2460.9648,-59.23
2460.9746,-59.20
2460.9844,-59.16
2460.9941,-59.15
2461.0039,-59.14
2461.0137,-59.13
2461.0234,-59.12
2461.0332,-59.14
2461.0430,-59.15
2461.0527,-59.11
2461.0625,-59.08
2461.0723,-59.08
2461.0820,-59.09
2461.0918,-59.10
2461.1016,-59.11
2461.1113,-59.09
2461.1211,-59.07
2461.1309,-59.13
2461.1406,-59.19
2461.1504,-59.16
2461.1602,-59.13
2461.1699,-59.10
2461.1797,-59.07
2461.1895,-59.04
2461.1992,-59.01
2461.2090,-59.02
2461.2188,-59.03
2461.2285,-59.07
2461.2383,-59.11
2461.2480,-59.10
2461.2578,-59.10
2461.2676,-59.06
2461.2773,-59.03
2461.2871,-59.02
2461.2969,-59.01
2461.3066,-59.05
2461.3164,-59.10
2461.3262,-59.09
2461.3359,-59.09
2461.3457,-59.07
2461.3555,-59.05
2461.3652,-59.04
2461.3750,-59.04
2461.3848,-59.07
2461.3945,-59.11
2461.4043,-59.10
2461.4141,-59.09
2461.4238,-59.07
2461.4336,-59.06
2461.4434,-59.04
2461.4531,-59.03
2461.4629,-59.08
2461.4727,-59.13
2461.4824,-59.16
2461.4922,-59.19
2461.5020,-59.16
2461.5117,-59.14
2461.5215,-59.12
2461.5312,-59.10
2461.5410,-59.13
2461.5508,-59.16
2461.5605,-59.20
2461.5703,-59.24
2461.5801,-59.25
2461.5898,-59.25
2461.5996,-59.30
2461.6094,-59.34
2461.6191,-59.36
2461.6289,-59.37
2461.6387,-59.36
2461.6484,-59.34
2461.6582,-59.37
2461.6680,-59.39
2461.6777,-59.41
2461.6875,-59.43
2461.6973,-59.40
2461.7070,-59.37
2461.7168,-59.38
2461.7266,-59.40
2461.7363,-59.38
2461.7461,-59.36
2461.7559,-59.35
2461.7656,-59.35
2461.7754,-59.35
2461.7852,-59.35
2461.7949,-59.39
2461.8047,-59.44
2461.8145,-59.47
2461.8242,-59.50
2461.8340,-59.46
2461.8438,-59.42
2461.8535,-59.40
2461.8633,-59.39
2461.8730,-59.37
2461.8828,-59.35
2461.8926,-59.30
2461.9023,-59.24
2461.9121,-59.18
2461.9219,-59.12
2461.9316,-58.98
2461.9414,-58.85
2461.9512,-58.58
2461.9609,-58.32
2461.9707,-58.33
2461.9805,-58.34
2461.9902,-60.35
2462.0000,-62.37
2462.0098,-60.30
2462.0195,-58.22
2462.0293,-58.15
2462.0391,-58.08
2462.0488,-58.31
2462.0586,-58.54
2462.0684,-58.65
2462.0781,-58.75
2462.0879,-58.77
2462.0977,-58.79
2462.1074,-58.86
2462.1172,-58.92
2462.1270,-58.88
2462.1367,-58.84
2462.1465,-58.81
2462.1562,-58.77
2462.1660,-58.82
2462.1758,-58.86
2462.1855,-58.85
2462.1953,-58.84
2462.2051,-58.86
2462.2148,-58.88
2462.2246,-58.91
2462.2344,-58.95
2462.2441,-59.01
2462.2539,-59.07
2462.2637,-59.06
2462.2734,-59.06
2462.2832,-59.10
2462.2930,-59.13
2462.3027,-59.14
2462.3125,-59.15
2462.3223,-59.14
2462.3320,-59.12
2462.3418,-59.17
2462.3516,-59.21
2462.3613,-59.22
2462.3711,-59.22
2462.3809,-59.25
2462.3906,-59.27
2462.4004,-59.30
2462.4102,-59.32
2462.4199,-59.30
2462.4297,-59.29
2462.4395,-59.27
2462.4492,-59.25
2462.4590,-59.26
2462.4688,-59.27
2462.4785,-59.26
2462.4883,-59.25
2462.4980,-59.27
2462.5078,-59.28
2462.5176,-59.31
2462.5273,-59.33
2462.5371,-59.35
2462.5469,-59.37
2462.5566,-59.40
2462.5664,-59.43
2462.5762,-59.41
2462.5859,-59.38
2462.5957,-59.37
2462.6055,-59.37
2462.6152,-59.37
2462.6250,-59.37
2462.6348,-59.36
2462.6445,-59.35
2462.6543,-59.36
2462.6641,-59.37
2462.6738,-59.43
2462.6836,-59.49
2462.6934,-59.50
2462.7031,-59.51
2462.7129,-59.52
2462.7227,-59.53
2462.7324,-59.50
2462.7422,-59.47
2462.7520,-59.48
2462.7617,-59.50
2462.7715,-59.52
2462.7812,-59.53
2462.7910,-59.52
2462.8008,-59.50
2462.8105,-59.52
2462.8203,-59.53
2462.8301,-59.56
2462.8398,-59.58
2462.8496,-59.62
2462.8594,-59.66
2462.8691,-59.62
2462.8789,-59.58
2462.8887,-59.61
2462.8984,-59.64
2462.9082,-59.66
2462.9180,-59.67
2462.9277,-59.65
2462.9375,-59.64
2462.9473,-59.62
2462.9570,-59.61
2462.9668,-59.67
2462.9766,-59.73
2462.9863,-59.75
2462.9961,-59.77
2463.0059,-59.77
2463.0156,-59.77
2463.0254,-59.83
2463.0352,-59.89
2463.0449,-59.89
2463.0547,-59.89
2463.0645,-59.87
2463.0742,-59.85
2463.0840,-59.84
2463.0938,-59.83
2463.1035,-59.85
2463.1133,-59.86
2463.1230,-59.87
2463.1328,-59.88
2463.1426,-59.88
2463.1523,-59.87
2463.1621,-59.86
2463.1719,-59.84
2463.1816,-59.82
2463.1914,-59.80
2463.2012,-59.79
2463.2109,-59.79
2463.2207,-59.81
2463.2305,-59.84
2463.2402,-59.85
2463.2500,-59.85
2463.2598,-59.88
2463.2695,-59.91
2463.2793,-59.88
2463.2891,-59.85
2463.2988,-59.85
2463.3086,-59.84
2463.3184,-59.87
2463.3281,-59.90
2463.3379,-59.97
2463.3477,-60.04
2463.3574,-60.06
2463.3672,-60.09
2463.3770,-60.09
2463.3867,-60.09
2463.3965,-60.03
2463.4062,-59.97
2463.4160,-59.95
2463.4258,-59.93
2463.4355,-59.97
2463.4453,-60.01
2463.4551,-60.00
2463.4648,-59.98
2463.4746,-59.95
2463.4844,-59.92
2463.4941,-59.91
2463.5039,-59.90
2463.5137,-59.86
2463.5234,-59.81
2463.5332,-59.83
2463.5430,-59.85
2463.5527,-59.86
2463.5625,-59.87
2463.5723,-59.87
2463.5820,-59.86
2463.5918,-59.92
2463.6016,-59.97
2463.6113,-59.96
2463.6211,-59.95
2463.6309,-59.96
2463.6406,-59.96
2463.6504,-59.99
2463.6602,-60.01
2463.6699,-59.99
2463.6797,-59.98
2463.6895,-60.00
2463.6992,-60.02
2463.7090,-60.01
2463.7188,-60.00
2463.7285,-59.99
2463.7383,-59.99
2463.7480,-59.99
2463.7578,-60.00
2463.7676,-60.00
2463.7773,-60.01
2463.7871,-59.98
2463.7969,-59.96
2463.8066,-59.97
2463.8164,-59.99
2463.8262,-59.97
2463.8359,-59.95
2463.8457,-59.96
2463.8555,-59.97
2463.8652,-59.97
2463.8750,-59.97
2463.8848,-59.95
2463.8945,-59.93
2463.9043,-59.98
2463.9141,-60.02
2463.9238,-60.06
2463.9336,-60.10
2463.9434,-60.08
2463.9531,-60.06
2463.9629,-60.07
2463.9727,-60.09
2463.9824,-60.12
2463.9922,-60.15
2464.0020,-60.16
2464.0117,-60.18
2464.0215,-60.18
2464.0312,-60.17
2464.0410,-60.18
2464.0508,-60.19
2464.0605,-60.21
2464.0703,-60.23
2464.0801,-60.22
2464.0898,-60.20
2464.0996,-60.18
2464.1094,-60.15
2464.1191,-60.16
2464.1289,-60.16
2464.1387,-60.18
2464.1484,-60.19
2464.1582,-60.19
2464.1680,-60.18
2464.1777,-60.15
2464.1875,-60.12
2464.1973,-60.12
2464.2070,-60.12
2464.2168,-60.10
2464.2266,-60.09
2464.2363,-60.10
2464.2461,-60.11
2464.2559,-60.07
2464.2656,-60.03
2464.2754,-60.09
2464.2852,-60.16
2464.2949,-60.23
2464.3047,-60.31
2464.3145,-60.33
2464.3242,-60.36
2464.3340,-60.35
2464.3438,-60.34
2464.3535,-60.34
2464.3633,-60.33
2464.3730,-60.34
2464.3828,-60.34
2464.3926,-60.31
2464.4023,-60.28
2464.4121,-60.26
2464.4219,-60.25
2464.4316,-60.20
2464.4414,-60.16
2464.4512,-60.15
2464.4609,-60.13
2464.4707,-60.07
2464.4805,-60.01
2464.4902,-59.99
2464.5000,-59.98
2464.5098,-60.02
2464.5195,-60.06
2464.5293,-60.12
2464.5391,-60.17
2464.5488,-60.22
2464.5586,-60.27
2464.5684,-60.26
2464.5781,-60.25
2464.5879,-60.29
2464.5977,-60.34
2464.6074,-60.38
2464.6172,-60.42
2464.6270,-60.40
2464.6367,-60.37
2464.6465,-60.34
2464.6562,-60.32
2464.6660,-60.35
2464.6758,-60.38
2464.6855,-60.37
2464.6953,-60.36
2464.7051,-60.33
2464.7148,-60.31
2464.7246,-60.28
2464.7344,-60.26
2464.7441,-60.25
2464.7539,-60.23
2464.7637,-60.23
2464.7734,-60.23
2464.7832,-60.22
2464.7930,-60.20
2464.8027,-60.17
2464.8125,-60.13
2464.8223,-60.16
2464.8320,-60.20
2464.8418,-60.25
2464.8516,-60.30
2464.8613,-60.27
2464.8711,-60.23
2464.8809,-60.27
2464.8906,-60.32
2464.9004,-60.33
2464.9102,-60.35
2464.9199,-60.39
2464.9297,-60.43
2464.9395,-60.48
2464.9492,-60.52
2464.9590,-60.49
2464.9688,-60.45
2464.9785,-60.39
2464.9883,-60.33
2464.9980,-60.38
2465.0078,-60.44
2465.0176,-60.48
2465.0273,-60.53
2465.0371,-60.45
2465.0469,-60.38
2465.0566,-60.38
2465.0664,-60.38
2465.0762,-60.43
2465.0859,-60.49
2465.0957,-60.47
2465.1055,-60.44
2465.1152,-60.41
2465.1250,-60.37
2465.1348,-60.34
2465.1445,-60.32
2465.1543,-60.38
2465.1641,-60.43
2465.1738,-60.44
2465.1836,-60.44
2465.1934,-60.42
2465.2031,-60.40
2465.2129,-60.44
2465.2227,-60.48
2465.2324,-60.50
2465.2422,-60.51
2465.2520,-60.49
2465.2617,-60.47
2465.2715,-60.52
2465.2812,-60.56
2465.2910,-60.58
2465.3008,-60.60
2465.3105,-60.61
2465.3203,-60.62
2465.3301,-60.60
2465.3398,-60.57
2465.3496,-60.55
2465.3594,-60.53
2465.3691,-60.47
2465.3789,-60.41
2465.3887,-60.45
2465.3984,-60.48
2465.4082,-60.46
2465.4180,-60.43
2465.4277,-60.41
2465.4375,-60.38
2465.4473,-60.37
2465.4570,-60.35
2465.4668,-60.38
2465.4766,-60.40
2465.4863,-60.42
2465.4961,-60.44
2465.5059,-60.41
2465.5156,-60.37
2465.5254,-60.40
2465.5352,-60.44
2465.5449,-60.50
2465.5547,-60.56
2465.5645,-60.57
2465.5742,-60.58
2465.5840,-60.56
2465.5938,-60.55
2465.6035,-60.62
2465.6133,-60.69
2465.6230,-60.68
2465.6328,-60.67
2465.6426,-60.57
2465.6523,-60.46
2465.6621,-60.44
2465.6719,-60.43
2465.6816,-60.46
2465.6914,-60.49
2465.7012,-60.44
2465.7109,-60.38
2465.7207,-60.40
2465.7305,-60.41
2465.7402,-60.38
2465.7500,-60.35
2465.7598,-60.32
2465.7695,-60.30
2465.7793,-60.34
2465.7891,-60.39
2465.7988,-60.37
2465.8086,-60.35
2465.8184,-60.43
2465.8281,-60.51
2465.8379,-60.56
2465.8477,-60.61
2465.8574,-60.65
2465.8672,-60.69
2465.8770,-60.68
2465.8867,-60.67
2465.8965,-60.66
2465.9062,-60.64
2465.9160,-60.67
2465.9258,-60.70
2465.9355,-60.65
2465.9453,-60.59
2465.9551,-60.59
2465.9648,-60.58
2465.9746,-60.57
2465.9844,-60.56
2465.9941,-60.54
2466.0039,-60.51
2466.0137,-60.53
2466.0234,-60.55
2466.0332,-60.54
2466.0430,-60.52
2466.0527,-60.53
2466.0625,-60.54
2466.0723,-60.56
2466.0820,-60.58
2466.0918,-60.62
2466.1016,-60.67
2466.1113,-60.70
2466.1211,-60.73
2466.1309,-60.71
2466.1406,-60.69
2466.1504,-60.71
2466.1602,-60.73
2466.1699,-60.78
2466.1797,-60.83
2466.1895,-60.84
2466.1992,-60.84
2466.2090,-60.87
2466.2188,-60.91
2466.2285,-60.89
2466.2383,-60.87
2466.2480,-60.90
2466.2578,-60.92
2466.2676,-60.88
2466.2773,-60.84
2466.2871,-60.82
2466.2969,-60.79
2466.3066,-60.80
2466.3164,-60.82
2466.3262,-60.79
2466.3359,-60.76
2466.3457,-60.74
2466.3555,-60.72
2466.3652,-60.72
2466.3750,-60.72
2466.3848,-60.76
