n_pings,n_lost,loss_pct,rtt_mean_ms,rtt_median_ms,rtt_max_ms,rtt_min_ms,jitter_ms
150,2,1.3333333333333333,20.29054054054054,12.0,479.0,1.0,44.46441841645094
