n_pings,n_lost,loss_pct,rtt_mean_ms,rtt_median_ms,rtt_max_ms,rtt_min_ms,jitter_ms
147,4,2.7210884353741496,12.335664335664335,10.0,149.0,1.0,14.293107564814498
