n_pings,n_lost,loss_pct,rtt_mean_ms,rtt_median_ms,rtt_max_ms,rtt_min_ms,jitter_ms
150,1,0.6666666666666666,14.114093959731544,11.0,97.0,1.0,13.7496944206885
