frequency_MHz,psd_dB
940.6025,-61.01
940.6035,-60.93
940.6045,-60.53
940.6055,-60.14
940.6064,-60.15
940.6074,-60.16
940.6084,-60.61
940.6094,-61.06
940.6104,-61.06
940.6113,-61.07
940.6123,-60.70
940.6133,-60.33
940.6143,-60.14
940.6152,-59.95
940.6162,-60.45
940.6172,-60.95
940.6182,-61.07
940.6191,-61.19
940.6201,-61.00
940.6211,-60.81
940.6221,-60.25
940.6230,-59.68
940.6240,-59.91
940.6250,-60.14
940.6260,-60.60
940.6270,-61.05
940.6279,-60.90
940.6289,-60.76
940.6299,-60.56
940.6309,-60.36
940.6318,-60.70
940.6328,-61.03
940.6338,-61.12
940.6348,-61.21
940.6357,-60.93
940.6367,-60.65
940.6377,-60.01
940.6387,-59.38
940.6396,-59.96
940.6406,-60.55
940.6416,-60.85
940.6426,-61.16
940.6436,-61.06
940.6445,-60.97
940.6455,-60.50
940.6465,-60.02
940.6475,-60.39
940.6484,-60.75
940.6494,-60.98
940.6504,-61.21
940.6514,-60.98
940.6523,-60.75
940.6533,-60.39
940.6543,-60.02
940.6553,-60.39
940.6562,-60.76
940.6572,-61.04
940.6582,-61.31
940.6592,-61.25
940.6602,-61.20
940.6611,-60.93
940.6621,-60.67
940.6631,-60.78
940.6641,-60.90
940.6650,-61.13
940.6660,-61.36
940.6670,-61.33
940.6680,-61.30
940.6689,-60.97
940.6699,-60.63
940.6709,-60.20
940.6719,-59.78
940.6729,-60.29
940.6738,-60.81
940.6748,-60.97
940.6758,-61.13
940.6768,-60.22
940.6777,-59.31
940.6787,-59.33
940.6797,-59.34
940.6807,-60.25
940.6816,-61.16
940.6826,-61.18
940.6836,-61.20
940.6846,-61.04
940.6855,-60.89
940.6865,-60.80
940.6875,-60.70
940.6885,-60.94
940.6895,-61.17
940.6904,-61.22
940.6914,-61.26
940.6924,-60.85
940.6934,-60.44
940.6943,-60.23
940.6953,-60.01
940.6963,-60.60
940.6973,-61.20
940.6982,-61.20
940.6992,-61.20
940.7002,-60.78
940.7012,-60.35
940.7021,-60.10
940.7031,-59.85
940.7041,-60.49
940.7051,-61.13
940.7061,-61.24
940.7070,-61.35
940.7080,-61.26
940.7090,-61.17
940.7100,-60.99
940.7109,-60.81
940.7119,-61.03
940.7129,-61.24
940.7139,-61.31
940.7148,-61.38
940.7158,-61.26
940.7168,-61.14
940.7178,-60.75
940.7188,-60.36
940.7197,-60.41
940.7207,-60.46
940.7217,-60.86
940.7227,-61.25
940.7236,-60.87
940.7246,-60.49
940.7256,-59.22
940.7266,-57.94
940.7275,-58.91
940.7285,-59.88
940.7295,-60.63
940.7305,-61.37
940.7314,-61.32
940.7324,-61.28
940.7334,-61.05
940.7344,-60.82
940.7354,-61.01
940.7363,-61.20
940.7373,-61.24
940.7383,-61.28
940.7393,-61.21
940.7402,-61.13
940.7412,-60.79
940.7422,-60.46
940.7432,-60.68
940.7441,-60.90
940.7451,-61.14
940.7461,-61.38
940.7471,-61.21
940.7480,-61.05
940.7490,-60.64
940.7500,-60.23
940.7510,-60.40
940.7520,-60.56
940.7529,-60.98
940.7539,-61.39
940.7549,-61.45
940.7559,-61.51
940.7568,-61.25
940.7578,-61.00
940.7588,-61.02
940.7598,-61.04
940.7607,-61.26
940.7617,-61.48
940.7627,-61.44
940.7637,-61.40
940.7646,-60.40
940.7656,-59.39
940.7666,-59.23
940.7676,-59.06
940.7686,-60.11
940.7695,-61.16
940.7705,-61.29
940.7715,-61.43
940.7725,-60.70
940.7734,-59.96
940.7744,-59.66
940.7754,-59.37
940.7764,-60.23
940.7773,-61.09
940.7783,-61.26
940.7793,-61.42
940.7803,-61.03
940.7812,-60.64
940.7822,-60.39
940.7832,-60.14
940.7842,-60.73
940.7852,-61.32
940.7861,-61.36
940.7871,-61.41
940.7881,-61.11
940.7891,-60.82
940.7900,-60.64
940.7910,-60.46
940.7920,-60.88
940.7930,-61.30
940.7939,-61.35
940.7949,-61.39
940.7959,-61.29
940.7969,-61.19
940.7979,-61.06
940.7988,-60.93
940.7998,-61.07
940.8008,-61.22
940.8018,-61.32
940.8027,-61.41
940.8037,-61.35
940.8047,-61.29
940.8057,-61.14
940.8066,-60.98
940.8076,-61.13
940.8086,-61.27
940.8096,-61.43
940.8105,-61.58
940.8115,-60.96
940.8125,-60.33
940.8135,-58.58
940.8145,-56.84
940.8154,-58.02
940.8164,-59.20
940.8174,-60.40
940.8184,-61.60
940.8193,-61.51
940.8203,-61.42
940.8213,-61.22
940.8223,-61.01
940.8232,-61.09
940.8242,-61.16
940.8252,-61.33
940.8262,-61.49
940.8271,-61.42
940.8281,-61.35
940.8291,-60.84
940.8301,-60.33
940.8311,-60.57
940.8320,-60.82
940.8330,-61.14
940.8340,-61.47
940.8350,-61.33
940.8359,-61.19
940.8369,-60.80
940.8379,-60.41
940.8389,-60.57
940.8398,-60.72
940.8408,-61.12
940.8418,-61.51
940.8428,-61.46
940.8438,-61.42
940.8447,-61.37
940.8457,-61.33
940.8467,-61.31
940.8477,-61.30
940.8486,-61.43
940.8496,-61.57
940.8506,-61.54
940.8516,-61.51
940.8525,-61.15
940.8535,-60.78
940.8545,-60.73
940.8555,-60.69
940.8564,-61.10
940.8574,-61.52
940.8584,-61.51
940.8594,-61.49
940.8604,-60.09
940.8613,-58.68
940.8623,-58.04
940.8633,-57.40
940.8643,-59.10
940.8652,-60.79
940.8662,-61.15
940.8672,-61.51
940.8682,-61.34
940.8691,-61.18
940.8701,-61.04
940.8711,-60.91
940.8721,-61.19
940.8730,-61.47
940.8740,-61.52
940.8750,-61.57
940.8760,-61.40
940.8770,-61.22
940.8779,-61.06
940.8789,-60.90
940.8799,-61.17
940.8809,-61.45
940.8818,-61.54
940.8828,-61.63
940.8838,-61.45
940.8848,-61.28
940.8857,-61.02
940.8867,-60.76
940.8877,-61.00
940.8887,-61.25
940.8896,-61.31
940.8906,-61.38
940.8916,-61.40
940.8926,-61.43
940.8936,-61.34
940.8945,-61.25
940.8955,-61.32
940.8965,-61.40
940.8975,-61.48
940.8984,-61.56
940.8994,-61.30
940.9004,-61.05
940.9014,-59.94
940.9023,-58.83
940.9033,-59.50
940.9043,-60.17
940.9053,-60.88
940.9062,-61.58
940.9072,-61.23
940.9082,-60.87
940.9092,-60.04
940.9102,-59.21
940.9111,-59.70
940.9121,-60.18
940.9131,-60.83
940.9141,-61.48
940.9150,-61.50
940.9160,-61.51
940.9170,-61.04
940.9180,-60.56
940.9189,-60.67
940.9199,-60.77
940.9209,-61.20
940.9219,-61.63
940.9229,-61.56
940.9238,-61.49
940.9248,-61.23
940.9258,-60.97
940.9268,-61.04
940.9277,-61.12
940.9287,-61.34
940.9297,-61.57
940.9307,-61.57
940.9316,-61.57
940.9326,-61.50
940.9336,-61.43
940.9346,-61.40
940.9355,-61.38
940.9365,-61.40
940.9375,-61.41
940.9385,-61.44
940.9395,-61.47
940.9404,-61.46
940.9414,-61.46
940.9424,-61.40
940.9434,-61.34
940.9443,-61.46
940.9453,-61.58
940.9463,-61.62
940.9473,-61.66
940.9482,-60.62
940.9492,-59.58
940.9502,-58.84
940.9512,-58.10
940.9521,-59.57
940.9531,-61.05
940.9541,-61.29
940.9551,-61.53
940.9561,-60.96
940.9570,-60.38
940.9580,-60.54
940.9590,-60.69
940.9600,-61.07
940.9609,-61.46
940.9619,-61.54
940.9629,-61.63
940.9639,-61.47
940.9648,-61.31
940.9658,-61.03
940.9668,-60.74
940.9678,-61.08
940.9688,-61.42
940.9697,-61.54
940.9707,-61.67
940.9717,-61.53
940.9727,-61.38
940.9736,-61.24
940.9746,-61.09
940.9756,-61.25
940.9766,-61.40
940.9775,-61.51
940.9785,-61.62
940.9795,-61.65
940.9805,-61.67
940.9814,-61.54
940.9824,-61.40
940.9834,-61.48
940.9844,-61.56
940.9854,-61.54
940.9863,-61.52
940.9873,-61.43
940.9883,-61.33
940.9893,-60.88
940.9902,-60.43
940.9912,-60.73
940.9922,-61.03
940.9932,-61.33
940.9941,-61.63
940.9951,-61.50
940.9961,-61.36
940.9971,-60.37
940.9980,-59.38
940.9990,-59.70
941.0000,-60.01
941.0010,-60.85
941.0020,-61.68
941.0029,-61.38
941.0039,-61.08
941.0049,-60.58
941.0059,-60.07
941.0068,-60.52
941.0078,-60.96
941.0088,-61.29
941.0098,-61.63
941.0107,-61.65
941.0117,-61.68
941.0127,-61.57
941.0137,-61.45
941.0146,-61.46
941.0156,-61.46
941.0166,-61.57
941.0176,-61.67
941.0186,-61.65
941.0195,-61.62
941.0205,-61.56
941.0215,-61.51
941.0225,-61.45
941.0234,-61.39
941.0244,-61.50
941.0254,-61.61
941.0264,-61.60
941.0273,-61.60
941.0283,-61.57
941.0293,-61.55
941.0303,-61.48
941.0312,-61.42
941.0322,-61.48
941.0332,-61.54
941.0342,-61.59
941.0352,-61.63
941.0361,-61.05
941.0371,-60.47
941.0381,-59.90
941.0391,-59.32
941.0400,-60.26
941.0410,-61.19
941.0420,-61.39
941.0430,-61.58
941.0439,-61.39
941.0449,-61.20
941.0459,-60.95
941.0469,-60.69
941.0479,-61.00
941.0488,-61.31
941.0498,-61.29
941.0508,-61.26
941.0518,-60.94
941.0527,-60.62
941.0537,-60.60
941.0547,-60.58
941.0557,-61.07
941.0566,-61.56
941.0576,-61.67
941.0586,-61.78
941.0596,-61.69
941.0605,-61.59
941.0615,-61.46
941.0625,-61.34
941.0635,-61.45
941.0645,-61.57
941.0654,-61.63
941.0664,-61.68
941.0674,-61.69
941.0684,-61.70
941.0693,-61.60
941.0703,-61.51
941.0713,-61.53
941.0723,-61.55
941.0732,-61.62
941.0742,-61.69
941.0752,-61.72
941.0762,-61.74
941.0771,-61.59
941.0781,-61.44
941.0791,-61.43
941.0801,-61.42
941.0811,-61.49
941.0820,-61.55
941.0830,-61.55
941.0840,-61.54
941.0850,-60.74
941.0859,-59.94
941.0869,-60.14
941.0879,-60.33
941.0889,-61.03
941.0898,-61.73
941.0908,-61.74
941.0918,-61.75
941.0928,-61.53
941.0938,-61.31
941.0947,-61.34
941.0957,-61.37
941.0967,-61.52
941.0977,-61.67
941.0986,-61.29
941.0996,-60.92
941.1006,-60.99
941.1016,-61.06
941.1025,-61.27
941.1035,-61.47
941.1045,-61.62
941.1055,-61.77
941.1064,-61.80
941.1074,-61.83
941.1084,-61.72
941.1094,-61.61
941.1104,-61.55
941.1113,-61.50
941.1123,-61.56
941.1133,-61.61
941.1143,-61.68
941.1152,-61.75
941.1162,-61.66
941.1172,-61.58
941.1182,-61.44
941.1191,-61.31
941.1201,-61.46
941.1211,-61.61
941.1221,-61.71
941.1230,-61.81
941.1240,-61.57
941.1250,-61.33
941.1260,-61.06
941.1270,-60.79
941.1279,-61.09
941.1289,-61.38
941.1299,-61.52
941.1309,-61.66
941.1318,-61.55
941.1328,-61.44
941.1338,-61.17
941.1348,-60.90
941.1357,-61.22
941.1367,-61.54
941.1377,-61.65
941.1387,-61.76
941.1396,-61.63
941.1406,-61.51
941.1416,-61.24
941.1426,-60.96
941.1436,-61.18
941.1445,-61.39
941.1455,-61.27
941.1465,-61.15
941.1475,-60.82
941.1484,-60.49
941.1494,-60.94
941.1504,-61.39
941.1514,-61.53
941.1523,-61.66
941.1533,-61.69
941.1543,-61.73
941.1553,-61.70
941.1562,-61.67
941.1572,-61.58
941.1582,-61.50
941.1592,-61.51
941.1602,-61.53
941.1611,-61.62
941.1621,-61.71
941.1631,-61.73
941.1641,-61.75
941.1650,-61.62
941.1660,-61.50
941.1670,-61.53
941.1680,-61.55
941.1689,-61.70
941.1699,-61.85
941.1709,-61.82
941.1719,-61.79
941.1729,-61.33
941.1738,-60.87
941.1748,-60.83
941.1758,-60.79
941.1768,-61.17
941.1777,-61.54
941.1787,-61.59
941.1797,-61.64
941.1807,-61.49
941.1816,-61.35
941.1826,-61.37
941.1836,-61.39
941.1846,-61.52
941.1855,-61.65
941.1865,-61.69
941.1875,-61.73
941.1885,-61.57
941.1895,-61.41
941.1904,-61.37
941.1914,-61.33
941.1924,-61.41
941.1934,-61.50
941.1943,-61.16
941.1953,-60.82
941.1963,-60.88
941.1973,-60.94
941.1982,-61.20
941.1992,-61.63
941.2002,-61.78
941.2012,-61.75
941.2021,-61.78
941.2031,-61.96
941.2041,-61.89
941.2051,-61.68
941.2061,-61.56
941.2070,-61.72
941.2080,-61.79
941.2090,-61.65
941.2100,-61.74
941.2109,-61.90
941.2119,-61.84
941.2129,-61.69
941.2139,-61.54
941.2148,-61.46
941.2158,-61.53
941.2168,-61.43
941.2178,-61.53
941.2188,-61.54
941.2197,-61.55
941.2207,-61.50
941.2217,-61.33
941.2227,-60.97
941.2236,-61.15
941.2246,-61.34
941.2256,-61.46
941.2266,-61.55
941.2275,-61.56
941.2285,-61.70
941.2295,-61.61
941.2305,-61.36
941.2314,-61.50
941.2324,-61.68
941.2334,-61.73
941.2344,-61.77
941.2354,-61.74
941.2363,-61.84
941.2373,-61.63
941.2383,-61.38
941.2393,-61.38
941.2402,-61.41
941.2412,-61.25
941.2422,-61.17
941.2432,-61.11
941.2441,-60.87
941.2451,-61.06
941.2461,-61.22
941.2471,-61.41
941.2480,-61.64
941.2490,-61.75
941.2500,-61.86
941.2510,-61.85
941.2520,-61.75
941.2529,-61.72
941.2539,-61.66
941.2549,-61.71
941.2559,-61.75
941.2568,-61.84
941.2578,-61.89
941.2588,-61.84
941.2598,-61.82
941.2607,-61.64
941.2617,-61.45
941.2627,-61.42
941.2637,-61.37
941.2646,-61.54
941.2656,-61.80
941.2666,-61.87
941.2676,-61.89
941.2686,-61.70
941.2695,-61.47
941.2705,-61.33
941.2715,-61.18
941.2725,-61.45
941.2734,-61.75
941.2744,-61.81
941.2754,-61.85
941.2764,-61.76
941.2773,-61.62
941.2783,-61.55
941.2793,-61.55
941.2803,-61.63
941.2812,-61.71
941.2822,-61.77
941.2832,-61.83
941.2842,-61.78
941.2852,-61.65
941.2861,-61.67
941.2871,-61.59
941.2881,-61.54
941.2891,-61.38
941.2900,-61.00
941.2910,-61.03
941.2920,-61.35
941.2930,-61.59
941.2939,-61.65
941.2949,-61.74
941.2959,-61.80
941.2969,-61.82
941.2979,-61.86
941.2988,-61.91
941.2998,-61.80
941.3008,-61.69
941.3018,-61.65
941.3027,-61.61
941.3037,-61.72
941.3047,-61.84
941.3057,-61.84
941.3066,-61.84
941.3076,-61.74
941.3086,-61.63
941.3096,-61.48
941.3105,-61.32
941.3115,-61.52
941.3125,-61.71
941.3135,-61.81
941.3145,-61.92
941.3154,-61.82
941.3164,-61.73
941.3174,-61.50
941.3184,-61.26
941.3193,-61.24
941.3203,-61.21
941.3213,-61.49
941.3223,-61.76
941.3232,-61.79
941.3242,-61.81
941.3252,-61.66
941.3262,-61.51
941.3271,-61.56
941.3281,-61.61
941.3291,-61.74
941.3301,-61.86
941.3311,-61.83
941.3320,-61.80
941.3330,-61.72
941.3340,-61.64
941.3350,-61.63
941.3359,-61.61
941.3369,-61.23
941.3379,-60.85
941.3389,-60.93
941.3398,-61.01
941.3408,-61.38
941.3418,-61.75
941.3428,-61.77
941.3438,-61.79
941.3447,-61.83
941.3457,-61.86
941.3467,-61.86
941.3477,-61.85
941.3486,-61.78
941.3496,-61.72
941.3506,-61.70
941.3516,-61.68
941.3525,-61.72
941.3535,-61.75
941.3545,-61.76
941.3555,-61.76
941.3564,-61.54
941.3574,-61.31
941.3584,-61.25
941.3594,-61.19
941.3604,-61.49
941.3613,-61.80
941.3623,-61.75
941.3633,-61.71
941.3643,-61.60
941.3652,-61.48
941.3662,-61.40
941.3672,-61.31
941.3682,-61.50
941.3691,-61.70
941.3701,-61.77
941.3711,-61.83
941.3721,-61.79
941.3730,-61.75
941.3740,-61.68
941.3750,-61.60
941.3760,-61.71
941.3770,-61.82
941.3779,-61.82
941.3789,-61.83
941.3799,-61.72
941.3809,-61.61
941.3818,-61.49
941.3828,-61.38
941.3838,-61.26
941.3848,-61.15
941.3857,-61.01
941.3867,-60.87
941.3877,-61.22
941.3887,-61.57
941.3896,-61.63
941.3906,-61.69
941.3916,-61.73
941.3926,-61.78
941.3936,-61.82
941.3945,-61.86
941.3955,-61.74
941.3965,-61.62
941.3975,-61.55
941.3984,-61.49
941.3994,-61.56
941.4004,-61.63
941.4014,-61.71
941.4023,-61.80
941.4033,-61.70
941.4043,-61.59
941.4053,-61.17
941.4062,-60.75
941.4072,-60.97
941.4082,-61.19
941.4092,-61.50
941.4102,-61.82
941.4111,-61.79
941.4121,-61.75
941.4131,-61.51
941.4141,-61.26
941.4150,-61.36
941.4160,-61.45
941.4170,-61.60
941.4180,-61.76
941.4189,-61.82
941.4199,-61.88
941.4209,-61.77
941.4219,-61.65
941.4229,-61.62
941.4238,-61.59
941.4248,-61.61
941.4258,-61.63
941.4268,-61.66
941.4277,-61.69
941.4287,-61.64
941.4297,-61.58
941.4307,-61.41
941.4316,-61.23
941.4326,-60.92
941.4336,-60.61
941.4346,-61.00
941.4355,-61.39
941.4365,-61.56
941.4375,-61.73
941.4385,-61.69
941.4395,-61.65
941.4404,-61.71
941.4414,-61.78
941.4424,-61.78
941.4434,-61.79
941.4443,-61.56
941.4453,-61.33
941.4463,-61.17
941.4473,-61.01
941.4482,-61.34
941.4492,-61.68
941.4502,-61.70
941.4512,-61.72
941.4521,-61.48
941.4531,-61.24
941.4541,-61.02
941.4551,-60.79
941.4561,-61.18
941.4570,-61.56
941.4580,-61.65
941.4590,-61.74
941.4600,-61.69
941.4609,-61.63
941.4619,-61.47
941.4629,-61.31
941.4639,-61.46
941.4648,-61.61
941.4658,-61.70
941.4668,-61.80
941.4678,-61.76
941.4688,-61.73
941.4697,-61.67
941.4707,-61.62
941.4717,-61.66
941.4727,-61.70
941.4736,-61.76
941.4746,-61.82
941.4756,-61.78
941.4766,-61.73
941.4775,-61.62
941.4785,-61.51
941.4795,-61.11
941.4805,-60.72
941.4814,-60.75
941.4824,-60.78
941.4834,-61.29
941.4844,-61.79
941.4854,-61.77
941.4863,-61.74
941.4873,-61.69
941.4883,-61.64
941.4893,-61.66
941.4902,-61.68
941.4912,-61.65
941.4922,-61.62
941.4932,-61.04
941.4941,-60.47
941.4951,-60.73
941.4961,-60.98
941.4971,-61.36
941.4980,-61.73
941.4990,-61.69
941.5000,-61.65
941.5010,-61.41
941.5020,-61.17
941.5029,-61.26
941.5039,-61.34
941.5049,-61.57
941.5059,-61.80
941.5068,-61.82
941.5078,-61.84
941.5088,-61.72
941.5098,-61.59
941.5107,-61.61
941.5117,-61.63
941.5127,-61.73
941.5137,-61.83
941.5146,-61.84
941.5156,-61.84
941.5166,-61.77
941.5176,-61.70
941.5186,-61.67
941.5195,-61.63
941.5205,-61.68
941.5215,-61.72
941.5225,-61.78
941.5234,-61.83
941.5244,-61.70
941.5254,-61.56
941.5264,-61.33
941.5273,-61.09
941.5283,-60.94
941.5293,-60.80
941.5303,-61.11
941.5312,-61.43
941.5322,-61.47
941.5332,-61.50
941.5342,-61.45
941.5352,-61.39
941.5361,-61.55
941.5371,-61.70
941.5381,-61.73
941.5391,-61.76
941.5400,-61.44
941.5410,-61.11
941.5420,-60.60
941.5430,-60.10
941.5439,-60.72
941.5449,-61.35
941.5459,-61.49
941.5469,-61.63
941.5479,-61.60
941.5488,-61.57
941.5498,-61.49
941.5508,-61.41
941.5518,-61.56
941.5527,-61.71
941.5537,-61.75
941.5547,-61.80
941.5557,-61.70
941.5566,-61.60
941.5576,-61.57
941.5586,-61.54
941.5596,-61.66
941.5605,-61.79
941.5615,-61.82
941.5625,-61.85
941.5635,-61.82
941.5645,-61.78
941.5654,-61.62
941.5664,-61.46
941.5674,-61.52
941.5684,-61.57
941.5693,-61.68
941.5703,-61.78
941.5713,-61.79
941.5723,-61.80
941.5732,-61.59
941.5742,-61.38
941.5752,-61.10
941.5762,-60.83
941.5771,-61.06
941.5781,-61.29
941.5791,-61.45
941.5801,-61.61
941.5811,-61.23
941.5820,-60.84
941.5830,-61.00
941.5840,-61.15
941.5850,-61.43
941.5859,-61.72
941.5869,-61.73
941.5879,-61.75
941.5889,-61.15
941.5898,-60.55
941.5908,-60.58
941.5918,-60.60
941.5928,-61.14
941.5938,-61.68
941.5947,-61.73
941.5957,-61.78
941.5967,-61.74
941.5977,-61.69
941.5986,-61.70
941.5996,-61.70
941.6006,-61.74
941.6016,-61.77
941.6025,-61.76
941.6035,-61.75
941.6045,-61.66
941.6055,-61.57
941.6064,-61.65
941.6074,-61.73
941.6084,-61.78
941.6094,-61.84
941.6104,-61.76
941.6113,-61.68
941.6123,-61.48
941.6133,-61.28
941.6143,-61.25
941.6152,-61.22
941.6162,-61.51
941.6172,-61.80
941.6182,-61.80
941.6191,-61.81
941.6201,-61.72
941.6211,-61.63
941.6221,-61.30
941.6230,-60.97
941.6240,-60.96
941.6250,-60.95
941.6260,-61.38
941.6270,-61.81
941.6279,-61.55
941.6289,-61.29
941.6299,-60.79
941.6309,-60.29
941.6318,-60.85
941.6328,-61.40
941.6338,-61.57
941.6348,-61.74
941.6357,-61.59
941.6367,-61.43
941.6377,-60.99
941.6387,-60.55
941.6396,-60.98
941.6406,-61.40
941.6416,-61.56
941.6426,-61.72
941.6436,-61.72
941.6445,-61.72
941.6455,-61.65
941.6465,-61.58
941.6475,-61.62
941.6484,-61.67
941.6494,-61.72
941.6504,-61.77
941.6514,-61.71
941.6523,-61.66
941.6533,-61.59
941.6543,-61.53
941.6553,-61.61
941.6562,-61.68
941.6572,-61.77
941.6582,-61.87
941.6592,-61.84
941.6602,-61.81
941.6611,-61.58
941.6621,-61.35
941.6631,-61.42
941.6641,-61.49
941.6650,-61.64
941.6660,-61.79
941.6670,-61.75
941.6680,-61.72
941.6689,-61.33
941.6699,-60.94
941.6709,-60.65
941.6719,-60.35
941.6729,-60.86
941.6738,-61.36
941.6748,-61.51
941.6758,-61.66
941.6768,-61.04
941.6777,-60.42
941.6787,-60.42
941.6797,-60.41
941.6807,-61.04
941.6816,-61.66
941.6826,-61.68
941.6836,-61.70
941.6846,-61.52
941.6855,-61.35
941.6865,-61.32
941.6875,-61.29
941.6885,-61.53
941.6895,-61.78
941.6904,-61.74
941.6914,-61.70
941.6924,-61.62
941.6934,-61.55
941.6943,-61.55
941.6953,-61.55
941.6963,-61.66
941.6973,-61.77
941.6982,-61.71
941.6992,-61.66
941.7002,-61.57
941.7012,-61.48
941.7021,-61.39
941.7031,-61.31
941.7041,-61.45
941.7051,-61.60
941.7061,-61.65
941.7070,-61.69
941.7080,-61.70
941.7090,-61.71
941.7100,-61.64
941.7109,-61.57
941.7119,-61.64
941.7129,-61.70
941.7139,-61.71
941.7148,-61.71
941.7158,-61.49
941.7168,-61.27
941.7178,-60.76
941.7188,-60.25
941.7197,-60.54
941.7207,-60.82
941.7217,-61.26
941.7227,-61.69
941.7236,-61.53
941.7246,-61.38
941.7256,-60.77
941.7266,-60.16
941.7275,-60.63
941.7285,-61.10
941.7295,-61.42
941.7305,-61.73
941.7314,-61.73
941.7324,-61.73
941.7334,-61.66
941.7344,-61.58
941.7354,-61.65
941.7363,-61.71
941.7373,-61.71
941.7383,-61.72
941.7393,-61.65
941.7402,-61.58
941.7412,-61.54
941.7422,-61.51
941.7432,-61.56
941.7441,-61.62
941.7451,-61.66
941.7461,-61.69
941.7471,-61.63
941.7480,-61.56
941.7490,-61.41
941.7500,-61.26
941.7510,-61.31
941.7520,-61.37
941.7529,-61.52
941.7539,-61.67
941.7549,-61.69
941.7559,-61.70
941.7568,-61.63
941.7578,-61.57
941.7588,-61.59
941.7598,-61.60
941.7607,-61.66
941.7617,-61.72
941.7627,-61.70
941.7637,-61.69
941.7646,-61.18
941.7656,-60.67
941.7666,-60.58
941.7676,-60.49
941.7686,-61.06
941.7695,-61.63
941.7705,-61.67
941.7715,-61.71
941.7725,-61.38
941.7734,-61.05
941.7744,-60.93
941.7754,-60.81
941.7764,-61.19
941.7773,-61.57
941.7783,-61.61
941.7793,-61.64
941.7803,-61.63
941.7812,-61.62
941.7822,-61.61
941.7832,-61.59
941.7842,-61.65
941.7852,-61.70
941.7861,-61.71
941.7871,-61.71
941.7881,-61.66
941.7891,-61.61
941.7900,-61.56
941.7910,-61.51
941.7920,-61.57
941.7930,-61.64
941.7939,-61.64
941.7949,-61.63
941.7959,-61.60
941.7969,-61.57
941.7979,-61.50
941.7988,-61.42
941.7998,-61.44
941.8008,-61.45
941.8018,-61.50
941.8027,-61.56
941.8037,-61.54
941.8047,-61.52
941.8057,-61.46
941.8066,-61.40
941.8076,-61.48
941.8086,-61.55
941.8096,-61.60
941.8105,-61.65
941.8115,-61.50
941.8125,-61.35
941.8135,-60.73
941.8145,-60.11
941.8154,-60.56
941.8164,-61.00
941.8174,-61.32
941.8184,-61.64
941.8193,-61.58
941.8203,-61.52
941.8213,-61.40
941.8223,-61.29
941.8232,-61.39
941.8242,-61.49
941.8252,-61.57
941.8262,-61.65
941.8271,-61.62
941.8281,-61.59
941.8291,-61.49
941.8301,-61.39
941.8311,-61.46
941.8320,-61.52
941.8330,-61.57
941.8340,-61.61
941.8350,-61.58
941.8359,-61.54
941.8369,-61.46
941.8379,-61.37
941.8389,-61.36
941.8398,-61.35
941.8408,-61.45
941.8418,-61.56
941.8428,-61.53
941.8438,-61.51
941.8447,-61.49
941.8457,-61.47
941.8467,-61.53
941.8477,-61.59
941.8486,-61.60
941.8496,-61.60
941.8506,-61.56
941.8516,-61.51
941.8525,-61.43
941.8535,-61.36
941.8545,-61.37
941.8555,-61.38
941.8564,-61.50
941.8574,-61.62
941.8584,-61.59
941.8594,-61.56
941.8604,-61.08
941.8613,-60.60
941.8623,-60.33
941.8633,-60.05
941.8643,-60.67
941.8652,-61.28
941.8662,-61.39
941.8672,-61.51
941.8682,-61.41
941.8691,-61.30
941.8701,-61.29
941.8711,-61.27
941.8721,-61.40
941.8730,-61.52
941.8740,-61.54
941.8750,-61.57
941.8760,-61.53
941.8770,-61.49
941.8779,-61.46
941.8789,-61.43
941.8799,-61.47
941.8809,-61.52
941.8818,-61.51
941.8828,-61.50
941.8838,-61.50
941.8848,-61.49
941.8857,-61.41
941.8867,-61.33
941.8877,-61.32
941.8887,-61.32
941.8896,-61.30
941.8906,-61.27
941.8916,-61.32
941.8926,-61.37
941.8936,-61.40
941.8945,-61.43
941.8955,-61.42
941.8965,-61.40
941.8975,-61.42
941.8984,-61.43
941.8994,-61.40
941.9004,-61.38
941.9014,-61.19
941.9023,-61.01
941.9033,-61.07
941.9043,-61.13
941.9053,-61.15
941.9062,-61.17
941.9072,-61.07
941.9082,-60.96
941.9092,-60.66
941.9102,-60.36
941.9111,-60.61
941.9121,-60.85
941.9131,-61.06
941.9141,-61.26
941.9150,-61.28
941.9160,-61.31
941.9170,-61.23
941.9180,-61.16
941.9189,-61.13
941.9199,-61.10
941.9209,-61.17
941.9219,-61.24
941.9229,-61.22
941.9238,-61.20
941.9248,-61.08
941.9258,-60.97
941.9268,-60.98
941.9277,-61.00
941.9287,-61.07
941.9297,-61.14
941.9307,-61.15
941.9316,-61.17
941.9326,-61.12
941.9336,-61.08
941.9346,-61.10
941.9355,-61.12
941.9365,-61.09
941.9375,-61.05
941.9385,-61.02
941.9395,-61.00
941.9404,-61.00
941.9414,-61.00
941.9424,-60.98
941.9434,-60.95
941.9443,-60.96
941.9453,-60.97
941.9463,-60.95
941.9473,-60.93
941.9482,-60.84
941.9492,-60.75
941.9502,-60.65
941.9512,-60.54
941.9521,-60.64
941.9531,-60.75
941.9541,-60.72
941.9551,-60.69
941.9561,-60.39
941.9570,-60.09
941.9580,-60.19
941.9590,-60.29
941.9600,-60.43
941.9609,-60.58
941.9619,-60.58
941.9629,-60.59
941.9639,-60.58
941.9648,-60.57
941.9658,-60.49
941.9668,-60.40
